,PSN1-parental-1,PSN1-parental-2,PSN1-parental-3,PSN1-maintain-1,PSN1-maintain-2,PSN1-maintain-3,PSN1-withdraw-1,PSN1-withdraw-2,PSN1-withdraw-3
C6orf15,0,0,0,0,0,0,0,0,0
C6orf163,0,0,0,0,0.00505858021744444,0,0,0,0
C6orf164,0,0,0,0,0,0,0,0,0
C6orf165,0,0,0,0,0,0,0,0,0
C6orf195,0,0,0,0,0,0,0,0,0
C6orf201,0,0,0,0,0,0,0,0,0
C6orf203,3.14579288723278,3.27760560923592,3.09791556336541,3.19744553963792,4.28113178799792,2.99545257110468,3.2973402408061,3.24114163115995,3.48643814876658
C6orf205,0,0,0,0,0,0,0,0,0
C6orf211,3.94312564655653,4.13131949083648,3.9782408437096,3.9456631505043,2.01954023118266,3.81715824024597,4.27144598798497,4.14342877918997,4.43497235692064
C6orf222,0,0,0,0,0,0,0,0,0
C6orf223,0,0,0.0840921388558583,0,0,0,0,0,0
C6orf226,0,0,0,0.62135101862534,2.238118432055,0.513157173771792,0.14471039102118,0,0
C6orf229,0,0,0,0,0,0,0,0,0
C6orf25,0,0,0,0,0,0,0,0,0
C6orf47,3.35209362045584,3.58440514926631,3.50659013962644,3.67087850568082,3.28668171600156,3.70353306183706,3.50366916554622,3.1136228957599,3.14390735101974
C6orf48,5.67324071328462,5.78348935496212,5.71664672329681,5.59213277213905,6.38394718754178,5.49814903546745,5.31170609362538,5.26836667119685,5.17939867255775
C6orf52,0,0,0,0,0.343487098512741,0,0,0,0
C6orf57,2.00742253251784,2.08403226192738,1.94999018283477,2.82246521678528,3.79399083503686,2.39790092396787,2.28814321410912,2.34834717816329,2.31332198325049
C6orf58,0,0,0,0,0,0,0,0,0
C6orf62,7.00654664016519,6.94855405064162,6.99640127467484,6.8815259661865,5.86894664695871,6.78644820758189,6.67288934931027,6.7222910859035,6.67030676647194
C6orf89,5.9850933151317,6.02057313596634,6.01595143976794,5.92687547143662,5.21792663639209,5.72084878487173,5.42216594116678,5.50390782097593,5.58026113185834
C6orf99,0,0,0,0,0.184173772204166,0,0,0,0
C7,0,0,0,0,0,0,0,0,0
C7orf25,0,0,0,0,0,0,0,0,0
C7orf26,4.74105683224054,4.57120188813722,4.54461258443105,4.91197893842513,5.24341076579906,4.47306295243306,5.15639687486708,4.87318034061621,4.88775926680286
C7orf31,3.33274148456071,2.77084150840826,3.12322910890317,2.50435296839799,1.70426285305485,2.04671299067787,2.9705915625665,2.46694201485528,3.27912560629744
C7orf33,0,0,0,0,0,0,0,0,0
C7orf34,0,0,0,0,0,0,0,0,0
C7orf43,3.00618262985964,2.88743508057943,2.99197135452948,3.0720763810448,3.38154903875116,3.34782124376224,2.67711935544074,2.44784091687866,1.92063990046321
C7orf49,3.30321767435388,3.4199148157794,3.62650809137491,3.67087850568082,3.20602370480427,3.34782124376224,3.32727466949495,3.1014513180334,3.09141563192346
C7orf50,6.19924984768713,6.14729460351232,6.16508163127164,6.44588777472795,8.18808227950117,6.36987607134118,6.80197050817735,6.63103717562608,6.65003356572291
C7orf55,0,0,0,0,0.48694429249382,0,0,0,0
C7orf55-LUC7L2,4.11155994408918,4.31429364704752,4.24935782762918,4.30269197187278,4.92219598494434,4.24839790788003,4.29183124226908,4.41334219903753,4.27942426310691
C7orf57,0,0,0,0,0,0,0,0,0
C7orf60,4.32246916045869,4.36041568096818,4.30018428823913,3.734326268566,3.00614610696792,3.9359639828561,3.87863241420097,3.86970584013893,3.91425259148963
C7orf61,0,0,0,0,0.00505858021744444,0,0,0,0
C7orf62,0,0,0,0,0,0,0,0,0
C7orf65,0,0,0,0,0,0,0,0,0
C7orf66,0,0,0,0,0,0,0,0,0
C7orf69,0,0,0,0,0,0,0,0,0
C7orf71,0,0,0,0,0,0,0,0,0
C7orf72,0,0,0,0,0,0,0,0,0
C7orf73,5.90546309595976,5.78160727632058,5.76167135473605,5.70904697681282,6.09013868703665,5.44256954685433,5.55248737585115,5.47589482891791,5.54165500559437
C8A,0,0,0,0,0,0,0,0,0
C8B,0,0,0,0,0,0,0,0,0
C8G,0,0,0,0,0,0,0,0,0
C8orf22,0,0,0,0,0,0,0,0,0
C8orf31,2.70878631971287,2.41062685637263,2.44758115011276,2.4716291532398,3.12058783800257,2.39790092396787,2.32817021666078,2.55882874000228,2.16880925136479
C8orf33,5.69802984715165,5.66801896363587,5.65289326283569,6.39771059902382,6.43350096557353,6.24683202951564,6.58888865769329,6.51653256615681,6.59806802636833
C8orf34,0,0,0,0,0,0,0,0,0
C8orf37,2.42793256569993,2.50490053100508,2.46748374508857,2.59829347427309,0,2.71180774639908,2.85204538428399,2.84823651308263,2.87557719743767
C8orf4,2.76761903140786,2.61045460785464,2.6527249670152,0.892539225507071,0.737064176262491,0.583365154970657,0,0,0
C8orf44,0.0389227884666532,0.29147873295858,0.524964990149747,0,1.64430406831057,1.04802778380969,0.391353116101742,0.468679091817803,0.239194169127585
C8orf44-SGK3,0,0,0,0,0,0,0,0,0
C8orf46,0,0,0,0,0,0,0,0,0
C8orf48,0,0,0,0,0,0,0,0,0
C8orf58,3.29324059701139,2.9690853134145,3.19660917889627,2.25797503442029,3.80772240295236,2.35840120356745,2.16093382795376,2.30654550274391,2.33606029033169
C8orf59,2.99391490205608,2.83031580973774,3.05909246143029,2.93476690155662,4.1791788813207,3.08287532444836,3.27703322951425,3.00019512446657,2.95116854532809
C8orf74,0,0,0,0,0,0,0,0,0
C8orf76,0,0.29147873295858,0.446915775155864,0.128213144566194,2.56357212060231,0.361577133982089,0.0521431094834028,0,0.139307515302893
C8orf82,4.7188668639525,4.58852950044018,5.0023539875065,4.52230576241302,5.43696183249736,4.53194685306464,4.4315914848736,4.08281019933916,3.86037108637128
C8orf86,0,0,0,0,0,0,0,0,0
C8orf88,0,0,0,0,0,0,0,0,0
C9,0,0,0,0,0,0,0,0,0
C9orf114,5.18326885654348,5.02064263435385,5.20858249855228,5.254986510549,5.68030273870288,5.36247379439998,5.59412103605027,5.46880575868212,5.27369639261579
C9orf116,3.82344247182422,3.80797716026835,3.7696422831747,3.25626806461192,4.54979070385927,3.08287532444836,3.7810644073142,3.36849230909675,3.77972967898675
C9orf117,2.56692500295503,2.26735133496872,2.23181669401487,2.56765463208907,0.184173772204166,2.58064221559203,2.36711659979211,2.61127674462265,2.50611289939189
C9orf129,2.05543554826561,1.98282631660302,1.8922619067486,2.11697036956508,0,1.88932348175779,1.99678964891892,1.57706100915841,1.33491131357089
C9orf131,0,0,0,0,0,0,0,0,0
C9orf135,0,0,0,0,0,0,0,0,0
C9orf139,0.377915981521148,0,0,0,1.76182884924003,0,0,0,0
C9orf142,4.66185117878925,4.66810769991493,4.88516725489581,5.3792793573186,7.98098160999112,5.5206897398429,5.4428224302151,5.2043638289614,4.97364842188558
C9orf152,0,0,0,0,0,0,0,0,0
C9orf153,0,0,0,0,0,0,0,0,0
C9orf156,3.20019896608799,3.07122630927439,2.7854970855964,3.4366393574315,3.34434729374994,3.43584581319976,3.44116281983246,3.54063839267888,3.49656598433131
C9orf16,4.63839866009255,4.44845885164805,4.68722185792124,4.87178793562804,7.21831902003567,4.86708234029899,4.56319915284816,4.26299597697578,4.35373303432108
C9orf163,0.218353309517438,0.29147873295858,0.276879848046434,0,0.48694429249382,0.099388463473986,0,0,0
C9orf170,0,0,0,0,0,0,0,0,0
C9orf171,0,0,0,0,0,0,0,0,0
C9orf172,3.98711336303739,4.08933300641079,4.27781551586283,3.60451152109959,4.27125466770427,3.67969327253485,3.70709824977736,3.90514935764663,3.52652976386034
C9orf173,0,0,0,0,0,0,0,0,0
C9orf24,0,0,0,0,0,0,0,0,0
C9orf3,4.97436471173819,4.99162938428515,5.12333322079593,6.80478483874361,7.2626132461496,6.66016057982053,5.92949183819148,5.70432575479721,5.65450584160931
C9orf40,3.98711336303739,4.14309456545292,4.052592040118,4.9481100897855,5.41918155789496,4.84938263764615,4.59225403328641,4.41334219903753,4.62237514611011
C9orf41,4.65796880549475,4.62677206345214,4.69989609860754,5.40550383407685,3.79399083503686,5.36247379439998,5.25573044154632,5.4664349731804,5.48428373614421
C9orf43,0.451533042048136,0,0,0.842227080968698,0.847543323648204,0.834323459318789,0.313731401430326,0,0.0319872280169653
C9orf47,0,0.20424627967512,0,0,0.184173772204166,0.361577133982089,0,0.679867520364944,0
C9orf50,0,0,0,0,0,0,0,0,0
C9orf57,0,0,0,0,0,0,0,0,0
C9orf62,0,0,0,0,0,0,0,0,0
C9orf64,4.38016512413163,4.61413684444816,4.5770352138861,4.46527124055094,2.80176397529087,4.23755268371505,4.51632532897302,4.57171653978988,4.57536987036889
C9orf66,0,0,0,0,0,0,0,0,0
C9orf69,5.92012473154904,5.90603230401999,6.06249461910548,6.07719105661787,6.2216116228372,5.85816594534908,5.87817387304295,5.8295161369766,5.54409839217715
C9orf72,3.17868211046153,3.08350008974076,3.24353444824741,3.25626806461192,1.13579423388354,3.05843324504828,3.47721163422575,3.39864786278747,3.47623871203713
C9orf78,5.99743596475589,5.96692571533019,5.88333689858156,6.32743981227058,6.32310098873975,6.06401418395284,6.46420849339446,6.35033123111432,6.53926982654755
C9orf84,0,0.525390905320265,0.446915775155864,2.00708601075888,0.950160642622751,1.47477490433773,1.83950829686956,1.67886742171483,1.4643913629596
C9orf85,3.80249315516009,3.72422806074102,3.80135307090134,3.90946988967921,3.97526914384797,3.56291537548604,3.82368969424638,3.65331784093741,3.69431244170925
C9orf89,5.60228403912579,5.70423695140625,5.6872453332936,5.22584888679127,6.05890199831624,5.20993065939066,5.28906883422733,5.15516284511575,5.07850372435984
C9orf9,2.55026581882278,2.42998086693823,2.56307542439454,2.36875358979811,3.58661612249249,2.5282084435849,2.26770541005093,2.3275977341038,2.24287431595137
C9orf91,4.1562806547537,3.93532924349624,4.06570819957753,4.79781669045016,4.06946952031124,4.70332446669034,4.77350741373786,4.72635066266285,4.74213314249716
C9orf92,0,0,0,0,0,0,0,0,0
CA1,0,0,0,0,0,0,0,0,0
CA10,0,0,0,0,0,0,0,0,0
CA11,2.93096095293318,3.14334990854977,3.22026259226919,3.42813677619419,4.59007745791615,3.27544022323554,2.32817021666078,2.00059541365118,2.35844577278047
CA12,7.4655407141681,7.46596523841646,7.5252054837826,6.09341377323407,4.75508094535985,6.04236684877723,7.16797313040068,7.08187061414642,7.15734669139479
CA13,2.05543554826561,2.28871120381056,2.25490439460621,2.11697036956508,2.06598555138673,1.74362867218813,2.6925344400635,2.78875423021255,2.84419565976992
CA14,0,0,0,0,0,0,0,0.0289329453959704,0
CA2,0,0,0,0,0,0,0,0,0
CA3,0,0,0,0,0,0,0,0,0
CA4,0,0,0,0,0,0,0,0,0
CA5A,0,0,0,0,0,0,0,0,0
CA5B,2.31412858890406,2.0088011414304,1.94999018283477,1.42415207395887,1.58174491837863,1.64858208744449,1.04780041192191,1.38958310858544,1.24164864311711
CA6,0,0,0,0,0,0,0,0,0
CA7,0,0,0,0,0,0,0,0,0
CA8,0,0,0,0,0,0,0,0,0
CA9,8.75076728729198,8.6362666627784,8.69414469627436,6.71327160653744,8.47889295997736,6.60953642590935,7.84912000345588,7.59022827760024,7.55210364144071
CAAP1,5.08837586094551,5.10132291958766,4.97132627148883,4.88116265631053,3.36306807477678,4.65115668418665,5.01641508937405,4.96673029880858,5.46636020880381
CAB39,6.56015630151085,6.4542236145932,6.48365760508419,6.91309641939345,5.74239279187227,6.8678220599138,6.92941807173049,6.89882137740196,6.97650301255084
CAB39L,1.98280321454724,2.13209165960512,2.20835349968475,1.88813703834627,1.37593235710518,1.6154555351207,2.13859743029248,1.17405159408172,2.33606029033169
CABIN1,6.73802161514694,6.67102782361976,6.66372834234708,6.34222307697843,6.20614200877556,6.52286546059155,6.84399140972541,6.85054918009472,6.72517082604692
CABLES1,2.85160045490095,2.98225546395521,3.00564772579654,4.41452313814268,4.1791788813207,4.34755431651583,4.64470814034694,4.27388303870213,4.47137327290575
CABLES2,3.9173742248099,3.90798439976715,3.87025219790567,4.00403780667298,3.43561256874785,4.07648142017546,3.97001790606029,3.89812997291462,3.89906211739856
CABP1,0,0,0,0,0,0,0,0,0
CABP2,0,0,0,0,0,0,0,0,0
CABP4,0.882601764214133,1.00992181777658,0.364401415712366,0,0,0,0,0,0
CABP5,0,0,0,0,0,0,0,0,0
CABP7,0,0.0121605622423971,0,0,0,0,0,0,0
CABS1,0,0,0,0,0,0,0,0,0
CABYR,0,0,0,0.842227080968698,0.847543323648204,0.513157173771792,0.14471039102118,0.390805169020394,0.581265058705465
CACFD1,2.99391490205608,2.85915811040815,3.09791556336541,2.76960258178963,3.38154903875116,2.3782862429928,2.49570112648996,2.2414803590809,1.89023366029381
CACHD1,3.2422932371061,3.0210595543873,3.09791556336541,2.45498462413836,0.343487098512741,2.3782862429928,4.05595793544939,4.04517753839808,4.08505954902687
CACNA1A,0,0,0,0,0,0,0,0,0
CACNA1B,0,0,0,0,0,0,0,0,0
CACNA1C,0,0,0,0,0,0,0,0,0
CACNA1D,0,0,0,0,0,0,0,0,0
CACNA1E,0,0,0,0,0,0,0,0,0
CACNA1F,0,0,0,0,0,0,0,0,0
CACNA1G,0,0,0,0,0,0,0,0,0
CACNA1H,4.24176655674029,4.38045040446843,4.29462452583836,0,0.48694429249382,0.439357001628833,0.665794847287292,0.9749530778144,0.793297613228274
CACNA1I,1.17112522854549,1.06047063076462,1.44735939255569,0,0,0,0,0,0
CACNA1S,0,0,0,0,0,0,0,0,0
CACNA2D1,7.34031780969165,7.29904341894904,7.27222348405078,8.02333545786074,6.00330161394628,7.9352116082736,7.3696288039548,7.64104149187684,7.72681231689783
CACNA2D2,0,0,0,0,0,0,0,0,0
CACNA2D3,1.73999510391117,1.66118356335773,1.5628707287416,2.38641705760942,2.74580049264235,2.35840120356745,0.313731401430326,0.743910920201064,0
CACNA2D4,5.7984347252635,5.87282701060785,5.76970879766172,4.79781669045016,5.52271764154021,4.83865763795136,4.79865520888155,4.75382911593737,4.78820960142399
CACNB1,3.20019896608799,2.9690853134145,3.17256148750678,2.95857865385161,3.05301767600172,3.33770078567455,3.05649842386428,3.1014513180334,2.96582289547818
CACNB2,0,0,0,0,0,0,0,0,0
CACNB3,3.14579288723278,3.21203890769395,3.00564772579654,3.17729271463918,3.07589450711822,3.2540749495781,2.11590976575583,2.38897168996062,2.09073508804659
CACNB4,0,0,0,0,0,0,0,0,0
CACNG1,0,0,0,0,0,0,0,0,0
CACNG2,0,0,0,0,0,0,0,0,0
CACNG3,0,0,0,0,0,0,0,0,0
CACNG4,0,0,0,1.24210959570092,1.30024220027277,0.714294248391517,0,0,0
CACNG5,0,0,0,0,0,0,0,0,0
CACNG6,5.1253991685614,5.0365125062801,5.09482610059145,6.12532199383753,6.63371947773579,5.98354150631391,4.80930007758105,4.5761213082472,4.69453641692882
CACNG7,0,0,0,0,0,0,0,0,0
CACNG8,3.20019896608799,3.16661151759344,3.2777531568841,3.76840547230259,5.11123486306588,4.16499892011319,3.81667236422416,4.68616499081221,3.95154341979531
CACTIN,4.29273219449195,4.26125590671913,4.32766618311817,4.38407418925154,4.97791380742707,4.76881595083974,4.84077138761103,4.74993552070789,4.61309581352307
CACUL1,6.14896250467179,6.10878267204689,6.21302661638348,6.27743319646359,6.08732677089789,6.01245893343285,6.47539144548907,6.56387411566342,6.54293941050051
CACYBP,7.07146986597411,7.09669004023997,7.04108105431488,7.23408314763071,7.54881562389279,6.98754981811861,7.65377591007846,7.56773312329962,7.77960715463321
CAD,7.80358163182343,7.80304373961245,7.80290380061145,8.11822593297297,7.31282819420125,8.26558447084767,8.12739924121023,8.27947892125677,7.99405733221909
CADM1,0,0,0,3.21732072621073,2.01954023118266,3.03356992201379,0,0,0
CADM2,0,0,0,0,0,0,0,0,0
CADM3,0,0,0,0,0,0,0,0,0
CADM4,2.55026581882278,2.6273198355718,2.84756544054825,5.01776607093781,5.24845401460406,4.7725773504899,3.15992817483697,3.02618318396892,3.05075420776971
CADPS,0,0,0,0,0,0,0,0,0
CADPS2,0,0,0,0,0,0,0,0,0
CAGE1,0,0,0,0,0,0,0,0,0
CALB1,0,0,0,0,0,0,0,0,0
CALB2,1.64904178267767,1.52382268926815,1.4868997445088,4.27924655549734,5.17088912769912,4.15350570496696,2.24697391016063,2.40886287000135,2.21860600426147
CALCA,0,0,0,0,0,0,0,0,0
CALCB,0,0,0,0,0,0,0,0,0
CALCOCO1,4.84374490840146,5.1133443570995,4.88516725489581,4.26499421164464,3.41781555453514,4.60549178253213,3.97632917444196,4.24097223737131,4.13777885737861
CALCOCO2,5.99589889592597,6.10427210174201,6.04438845357524,5.86364861680273,4.85765384998238,5.56039623566174,5.70087636891067,5.56723072488103,5.74649127490513
CALCR,0,0,0,0,0,0,0,0,0
CALCRL,0,0,0,0,0,0,2.09285960938966,2.71077747002234,2.90629062999104
CALD1,7.82408222930576,7.80813744530927,7.77672156281963,7.40846047330398,6.12346101085347,7.32380026791095,7.30778755643765,7.42790697842797,7.56238510986246
CALHM1,0,0,0,0,0,0,0,0,0
CALHM2,4.54898916759154,4.38045040446843,4.21445065513231,4.39720250752074,4.02313804400252,4.37750205329316,3.71466786492308,3.86251143434258,3.64962930472144
CALHM3,4.02979948349585,3.82999858570021,4.02599647394806,3.14652560439589,3.86137786899333,2.74281699194023,2.4236330939655,1.91972159833516,2.46544174843411
CALM1,7.47990644463237,7.48517395461896,7.60654659305979,8.33583557316831,8.25664043591953,8.17078479021481,8.08969216415406,8.07836983446921,8.1016442047698
CALM2,8.25483096804155,8.2967247544687,8.26833251417125,9.07935709503484,9.24610049647032,8.81996890516427,8.71140547324159,8.71654386918235,8.77494718660438
CALM3,7.77429274566351,7.70218352244566,7.65399725581793,8.1799818652572,8.28207052085199,7.99116488959775,7.85897337274872,7.64942613757861,7.8538682346995
CALML3,0,0,0,0,0,0,0,0,0
CALML4,1.55196626502394,1.52382268926815,1.8010927676879,1.07788638569111,0,1.91677653840221,1.94624403380999,2.72671363717757,1.79496976023902
CALML5,0,0,0,0,0,0,0,0,0
CALML6,0,0,0,0,0,0,0,0,0
CALN1,0,0,0,0,0,0,0,0,0
CALR,9.77111696688645,9.72303413129731,9.7555082702042,10.1567273644379,9.91913297302662,9.9584982056068,9.93847357346865,9.78615709642366,9.96974344608925
CALR3,0,0,0,0,0,0,0,0,0
CALU,8.37883211862204,8.30329884069258,8.36798663059867,8.8222216966308,7.00245867705342,8.54415761956821,8.20233723627135,8.18242582475443,8.37508097126855
CALY,0,0,0,0,0,0,0,0,0
CAMK1,1.82555283925478,1.87398147007192,1.8010927676879,1.96067653282968,0.847543323648204,1.6154555351207,2.04562415125435,2.05209762744539,1.72777598226466
CAMK1D,4.72630150705078,4.78168929423763,4.87029355425276,4.58484130828179,3.22661489023768,4.58852134590561,4.75893795019531,4.69833865917222,4.6084336692793
CAMK1G,0,0,0,0,0,0,0,0,0
CAMK2A,0.0389227884666532,0,0,0,0,0,0,0,0
CAMK2B,0,0.20424627967512,0,0.842227080968698,1.22036005865994,0.890789750535487,0,0,0
CAMK2D,5.05628882076572,4.94193845234271,5.0360642206662,5.05413767576401,4.12536680203798,4.93913722621317,5.01334937740235,5.21570069282758,5.30572853817458
CAMK2G,4.84374490840146,4.92498705412735,4.76968662650678,5.13472943935083,4.27125466770427,5.18474491344653,5.08810308529255,5.38090321371194,5.21969578617371
CAMK2N1,4.11155994408918,4.05857646515778,4.05916502537541,3.86606382603879,3.99940212223792,3.63079829648874,2.09285960938966,1.67886742171483,1.92063990046321
CAMK2N2,0,0,0,0,0.343487098512741,0.000215096203579469,0,0.468679091817803,0
CAMK4,0,0,0,0,0,0,0,0,0
CAMKK1,4.35160554371775,4.48129745700568,4.45773191675391,3.6563918790011,3.79399083503686,3.83165395428053,4.02584935187336,4.1728089316613,4.11166000000744
CAMKK2,6.41818408625681,6.32061900005883,6.323622431403,5.91627491918349,5.53515242541546,5.7611634002118,6.09668733060974,6.0466199540463,6.08195658542995
CAMKMT,3.45412512409798,3.43914545103021,3.24353444824741,3.49479436134329,3.34434729374994,2.98251965488813,3.9509167333666,3.67811689249667,4.02335229817417
CAMKV,5.99436018773322,5.94523173715641,5.98694261304895,6.22930592665929,5.872217584251,6.32831340947045,7.38986419996719,7.36056155904722,7.1348286157984
CAMLG,6.29109800215898,6.22413938031973,6.27786228332808,5.4814329418747,5.55156715359713,5.36994178318961,5.71792542984019,5.76152587815873,5.83894422822216
CAMP,0,0,0,0,0,0,0,0,0
CAMSAP1,6.65864447504481,6.7472611304785,6.72494966359457,6.53172833576067,4.87079533988148,6.52063054783861,6.68160603554541,6.7498462344821,6.68033752609686
CAMSAP2,6.75810880749441,6.64538458949241,6.73832243919667,6.3194163996277,4.61372033962828,6.3723569479354,6.44043828942681,6.82948797274816,6.74654528291431
CAMSAP3,1.21406377704413,1.41147517618632,1.27737894639769,2.75607862737804,3.07589450711822,2.75807520216168,0.465010893990634,0.390805169020394,0.655459427379301
CAMTA1,4.00556227869552,3.89411512918805,3.9782408437096,4.30269197187278,5.22817437012007,3.84600546793676,3.91193853091659,3.82599120489863,4.00218241783383
CAMTA2,4.73738212478696,4.63513448074837,4.5399207202811,4.1141459326181,2.68757821919847,4.30143381928934,4.11435316954413,4.35301808444272,4.23171748319536
CAND1,7.82494816635183,7.77918960297335,7.81848492192207,7.36846944562549,5.91407837490415,7.19937904829117,7.43524136684172,7.40332927532954,7.4735260653427
CAND2,0,0.662609425642414,0.599007602994262,0.287105158969863,0,1.04802778380969,0.0521431094834028,0,0
CANT1,5.82983296882547,5.79473055557547,5.84771247655645,5.9147541761182,5.66906279729338,5.62006840921496,5.66811231057541,5.44972948425937,5.48936410885956
CANX,10.4398597228879,10.4228210108904,10.4258768349034,10.2134928059891,8.66059658137984,10.0576894849741,10.1944688151884,10.1983987520954,10.316629000864
CAP1,9.44029077925222,9.39077341192231,9.388848675603,9.03490028508254,7.75423523384584,8.77145138016951,8.92753180722826,8.72994815055982,8.87514236286573
CAP2,3.73775569739334,3.68449141801925,3.57239694316462,4.90280297173781,2.01954023118266,4.68747282057305,3.75926999729703,3.86251143434258,3.85250678675136
CAPG,6.10970694853683,6.09974738494788,6.1877543624076,6.03721616343844,7.487217983116,5.89831355848123,5.71980739269246,5.3270392662178,5.42453617525498
CAPN1,7.40833738539049,7.32641189995346,7.41101297728823,7.36234612685564,6.88269193681441,7.23593893064306,7.02536627962245,6.88290943614017,6.90606615440305
CAPN10,4.54479042028257,4.47199102222815,4.60874517529862,4.64110441647953,5.76720238350977,4.91211037065434,4.85454125601502,4.85517030571271,4.43497235692064
CAPN11,0,0,0,0,0,0,0,0,0
CAPN12,0.377915981521148,1.00992181777658,0.524964990149747,0,1.44784864530637,0.439357001628833,0,0.221185521010302,0
CAPN13,0,0,0,0,0,0,0,0,0
CAPN14,0,0,0,0,0,0,0,0,0
CAPN15,6.89634564228461,6.9710245294142,6.98350070087507,6.24148909394531,6.45110670285853,6.64997239401467,6.92534631862283,7.14993379948985,6.60627551142458
CAPN2,8.91592255387027,8.87562977660802,8.90449700033046,8.5075846560038,7.56001463463568,8.38403439761023,8.61963684457949,8.60646051429455,8.55454483443908
CAPN3,0,0,0,0,0,0,0,0,0
CAPN5,3.52404463556563,3.31971769591611,3.44769201611018,3.52700270457106,3.02977223380474,3.67969327253485,2.4236330939655,2.36880242135226,2.21860600426147
CAPN6,0,0,0,0,0,0,0,0,0
CAPN7,5.41024536759677,5.32971988275936,5.52102551401969,5.65905859194468,3.75199408954431,5.56474135956817,5.57345438508319,5.60651804099201,5.65902168251149
CAPN8,0,0,0,0,0,0,0,0,0
CAPN9,0,0,0,0,0,0,0,0,0
CAPNS1,8.34994510013654,8.22305434477707,8.21965505675169,8.59231244924188,9.47981396529641,8.34982399021674,8.01540604225231,7.79540609432871,7.9160287340642
CAPNS2,0,0,0,0,0.184173772204166,0,0,0,0
CAPRIN1,9.16157780841351,9.19238557682169,9.18420272559528,9.16051606973469,7.71742669861856,8.97083437677188,9.22004841183885,9.19947251739214,9.26922911244155
CAPRIN2,6.27344398997134,6.52567909807908,6.33855885725492,5.99466314144121,5.26845253968795,6.44250706123729,6.04508280441431,6.40086727247022,6.09867496663461
CAPS,0,0.662609425642414,0.276879848046434,0.560411658355927,2.11098215480078,1.14407351565745,0,0,0.0319872280169653
CAPS2,0,0,0,0,0,0,0,0,0
CAPSL,0,0,0,0,0,0,0,0,0
CAPZA1,7.98691097851051,8.00648902071004,7.99383511719041,7.86383250187134,6.61626883126319,7.66722300440617,7.73231998556995,7.71580314105088,7.87488739586272
CAPZA2,6.85794055486665,6.80399139610967,6.8391552528359,6.7690414189451,6.08732677089789,6.63765083277628,6.82313394465727,6.88557364359218,6.98282093752279
CAPZA3,0,0,0,0,0,0,0,0,0
CAPZB,7.03601198207596,6.95441342052004,6.94053640008944,7.11993540107081,7.19369164099772,6.88007764446576,7.03068262310794,6.795892667038,7.00516174527904
CARD10,5.76272711650455,5.74150562172345,5.74749717459292,6.39553159357141,5.73522526198385,6.36614673903805,6.13808987568528,6.13435998933997,5.90696731737359
CARD11,3.87786418262703,3.9555030292988,3.95022496266433,4.79451289141245,4.58210960419633,4.71118545071163,3.148795415689,2.94677097277401,2.92140558005048
CARD14,0.451533042048136,0.29147873295858,0.599007602994262,0,0,0,0,0,0
CARD16,2.59967714174308,2.46792696991925,2.81686502934843,2.84818747826432,4.83771440403636,2.63123696061345,1.22786089149192,1.38958310858544,1.14193778841222
CARD17,0,0,0,0,0,0,0,0,0
CARD18,0,0,0,0,0,0,0,0,0
CARD6,3.21083823710356,3.00824047663782,2.7854970855964,3.41958378742689,2.01954023118266,3.2540749495781,1.8938630267282,2.05209762744539,2.48592063969534
CARD8,3.29324059701139,3.18950400671185,3.2777531568841,4.19154076278585,4.35780487768177,4.17071137383,3.41352249929601,3.67811689249667,3.57512660763737
CARD9,1.79759359470275,2.4490786732441,1.8922619067486,1.49098981536592,2.90757129146319,1.91677653840221,2.22594015026962,2.69466330217717,1.62072609091985
CARF,2.03162876583958,2.22365879319503,2.08494771490418,2.11697036956508,0.48694429249382,2.43634793503937,1.66295819949424,1.74295426085393,1.58320176064724
CARHSP1,4.99297632548727,5.00459624785746,5.02267449969374,4.29803327070512,5.11676106270291,4.30143381928934,4.01362774732099,4.00653687820109,3.92928478662916
CARKD,4.28268208571253,4.36545050551458,4.51622975333885,4.21149690161568,4.61372033962828,4.1820688692124,4.41774552541827,4.24650977185614,4.32560385004929
CARM1,7.36136097903747,7.23033206643388,7.25658042099131,7.04823150764908,4.33901522783203,6.92217043623116,7.57018676201047,7.35544568306451,7.45091737458405
CARNS1,1.98280321454724,2.24567046331731,2.20835349968475,1.24210959570092,2.11098215480078,1.71263705665611,0.391353116101742,0.805231767477752,0.726024064147341
CARS,6.660586058733,6.77495939927464,6.63431766621933,6.25477280748256,6.93054347139783,6.20985723962537,6.66802389185374,6.55720540839004,6.53436248338626
CARS2,5.5508713915119,5.5133064147277,5.65071885534063,5.4098286066847,6.56261349633026,5.44020661435228,5.98844467774182,5.88914530802401,5.63400778740066
CARTPT,0,0,0,0,0,0,0,0,0
CASC1,0.451533042048136,0.846691918330903,0.977703503320295,0,0.00505858021744444,0,0.231694719344204,0,0.420344313853635
CASC10,1.41145229106771,1.78659555994919,2.11048780888804,2.4716291532398,3.50468321664015,2.98251965488813,1.18490849601279,1.9471863606873,1.69296785969541
CASC3,7.29228719527284,7.20457572743088,7.21524355215044,7.02938322839975,6.11520230688708,6.83222129150313,7.32334343926518,7.16170477822567,7.39448876426541
CASC4,6.41012818398621,6.29577912589862,6.36665145251177,6.1410153039394,4.3199776288792,6.01880706705823,5.99156371370653,6.10265214292608,6.32297785523877
